Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,CheckedCredibilityAssessment,RejectionLetter,BKRAssessment,LoanOffer,PickedUp,EVAAssessment,InitialPayment,AcceptedOffer,CredibilityAssessment,LoanActivation,LoanDetails
1542875400006,send welcome letter,General Manager,2018/11/22 16:29:20,2018/11/22 16:43:34,,,,,,,,,,,
1542875400013,perform credit check,Mose,2018/11/22 16:40:22,2018/11/22 16:48:27,,,accepted,,,accepted,,,accepted,,
1542875400011,call client to complement information,Mose,2018/11/22 16:48:27,2018/11/22 16:51:45,,,,,pickedup,,,,,,
1542875400007,after one hour 1,,2018/11/22 16:55:59,2018/11/22 16:55:59,,,,,,,,,,,
1542875400009,send loan offer,Mose,2018/11/22 16:51:45,2018/11/22 16:56:50,,,,,,,,,,,
1542875400006,activate loan application,General Manager,2018/11/22 16:43:34,2018/11/22 16:58:29,,,,,,,,,,completed,
1542875400012,perform credit check,Murray,2018/11/22 16:37:32,2018/11/22 17:00:47,,,accepted,,,accepted,,,accepted,,
1542875400009,receive accepted offer,,2018/11/22 17:04:48,2018/11/22 17:04:48,,,,,,,,received,,,
1542875400004,after one hour 1,,2018/11/22 17:06:59,2018/11/22 17:06:59,,,,,,,,,,,
1542875400013,confirm credibility check,Murray,2018/11/22 17:00:47,2018/11/22 17:10:10,accepted,,,,,,,,,,
1542875400006,validate loan activation,General Manager,2018/11/22 16:58:29,2018/11/22 17:11:16,,,,,,,,,,,
1542875400008,create loan offer,Mose,2018/11/22 16:56:50,2018/11/22 17:15:19,,,,created,,,,,,,
1542875400012,confirm credibility check,Mose,2018/11/22 17:15:19,2018/11/22 17:21:54,accepted,,,,,,,,,,
1542875400004,activate loan application,Murray,2018/11/22 17:10:10,2018/11/22 17:23:25,,,,,,,,,,completed,
1542875400008,send loan offer,Mose,2018/11/22 17:21:54,2018/11/22 17:28:33,,,,,,,,,,,
1542875400013,call client to complement information,Mose,2018/11/22 17:28:33,2018/11/22 17:34:12,,,,,pickedup,,,,,,
1542875400004,execute initial payment,General Manager,2018/11/22 17:23:25,2018/11/22 17:41:01,,,,,,,completed,,,,
1542875400009,send welcome letter,Murray,2018/11/22 17:23:25,2018/11/22 17:41:39,,,,,,,,,,,
1542875400011,create loan offer,Mose,2018/11/22 17:34:12,2018/11/22 17:45:47,,,,created,,,,,,,
1542875400012,call client to complement information,Murray,2018/11/22 17:41:39,2018/11/22 17:47:19,,,,,notpickedup,,,,,,
1542875400004,return documents to client,General Manager,2018/11/22 17:41:01,2018/11/22 17:56:35,,,,,,,,,,,
1542875400009,activate loan application,Mose,2018/11/22 17:45:47,2018/11/22 18:00:07,,,,,,,,,,completed,
1542875400007,after one hour 2,,2018/11/22 18:00:50,2018/11/22 18:00:50,,,,,,,,,,,
1542875400013,create loan offer,Murray,2018/11/22 17:47:19,2018/11/22 18:01:27,,,,created,,,,,,,
1542875400011,send loan offer,Mose,2018/11/22 18:00:07,2018/11/22 18:03:31,,,,,,,,,,,
1542875400008,receive accepted offer,,2018/11/22 18:04:23,2018/11/22 18:04:23,,,,,,,,received,,,
1542875400013,send loan offer,Mose,2018/11/22 18:03:31,2018/11/22 18:06:34,,,,,,,,,,,
1542875400013,receive accepted offer,,2018/11/22 18:10:48,2018/11/22 18:10:48,,,,,,,,received,,,
1542875400012,call client to complement information,Murray,2018/11/22 18:01:27,2018/11/22 18:11:17,,,,,pickedup,,,,,,
1542875400008,send welcome letter,Mose,2018/11/22 18:06:34,2018/11/22 18:12:23,,,,,,,,,,,
1542875400006,after one hour 2,,2018/11/22 18:14:05,2018/11/22 18:14:05,,,,,,,,,,,
1542875400007,remind client,General Manager,2018/11/22 18:00:50,2018/11/22 18:14:11,,,,,,,,,,,
1542875400013,send welcome letter,Murray,2018/11/22 18:11:17,2018/11/22 18:28:36,,,,,,,,,,,
1542875400008,activate loan application,General Manager,2018/11/22 18:14:11,2018/11/22 18:30:09,,,,,,,,,,completed,
1542875400012,create loan offer,Mose,2018/11/22 18:12:23,2018/11/22 18:34:20,,,,created,,,,,,,
1542875400013,activate loan application,General Manager,2018/11/22 18:30:09,2018/11/22 18:43:18,,,,,,,,,,completed,
1542875400008,validate loan activation,Mose,2018/11/22 18:34:20,2018/11/22 18:46:03,,,,,,,,,,,
1542875400006,execute initial payment,Murray,2018/11/22 18:28:36,2018/11/22 18:47:22,,,,,,,completed,,,,
1542875400011,receive accepted offer,,2018/11/22 18:49:26,2018/11/22 18:49:26,,,,,,,,received,,,
1542875400012,send loan offer,Mose,2018/11/22 18:46:03,2018/11/22 18:50:27,,,,,,,,,,,
1542875400013,validate loan activation,General Manager,2018/11/22 18:43:18,2018/11/22 18:55:56,,,,,,,,,,,
1542875400011,send welcome letter,Mose,2018/11/22 18:50:27,2018/11/22 18:59:12,,,,,,,,,,,
1542875400007,receive accepted offer,,2018/11/22 19:00:48,2018/11/22 19:00:48,,,,,,,,received,,,
1542875400008,remind client,Murray,2018/11/22 18:47:22,2018/11/22 19:00:49,,,,,,,,,,,
1542875400009,after one hour 2,,2018/11/22 19:02:40,2018/11/22 19:02:40,,,,,,,,,,,
1542875400007,send welcome letter,Murray,2018/11/22 19:00:49,2018/11/22 19:10:32,,,,,,,,,,,
1542875400011,activate loan application,Mose,2018/11/22 18:59:12,2018/11/22 19:18:18,,,,,,,,,,completed,
1542875400008,execute initial payment,General Manager,2018/11/22 19:00:49,2018/11/22 19:20:41,,,,,,,completed,,,,
1542875400011,validate loan activation,Mose,2018/11/22 19:18:18,2018/11/22 19:28:51,,,,,,,,,,,
1542875400007,activate loan application,Murray,2018/11/22 19:10:32,2018/11/22 19:32:30,,,,,,,,,,completed,
1542875400012,receive accepted offer,,2018/11/22 19:36:04,2018/11/22 19:36:04,,,,,,,,received,,,
1542875400008,return documents to client,General Manager,2018/11/22 19:20:41,2018/11/22 19:37:58,,,,,,,,,,,
1542875400008,end,,2018/11/22 19:37:58,2018/11/22 19:37:58,,,,,,,,,,,
1542875400011,execute initial payment,Mose,2018/11/22 19:28:51,2018/11/22 19:43:43,,,,,,,completed,,,,
1542875400012,send welcome letter,Murray,2018/11/22 19:36:04,2018/11/22 19:47:03,,,,,,,,,,,
1542875400013,after one hour 2,,2018/11/22 20:00:16,2018/11/22 20:00:16,,,,,,,,,,,
1542875400012,activate loan application,Mose,2018/11/22 19:47:03,2018/11/22 20:06:26,,,,,,,,,,completed,
1542875400009,after one hour 1,,2018/11/22 20:07:06,2018/11/22 20:07:06,,,,,,,,,,,
1542875400013,remind client,General Manager,2018/11/22 20:00:16,2018/11/22 20:11:39,,,,,,,,,,,
1542875400012,validate loan activation,Murray,2018/11/22 20:06:26,2018/11/22 20:17:23,,,,,,,,,,,
1542875400013,execute initial payment,Mose,2018/11/22 20:11:39,2018/11/22 20:26:08,,,,,,,completed,,,,
1542875400012,execute initial payment,Murray,2018/11/22 20:17:23,2018/11/22 20:29:08,,,,,,,completed,,,,
1542875400013,return documents to client,Mose,2018/11/22 20:26:08,2018/11/22 20:46:27,,,,,,,,,,,
1542875400013,end,,2018/11/22 20:46:27,2018/11/22 20:46:27,,,,,,,,,,,
1542875400011,after one hour 1,,2018/11/22 20:47:35,2018/11/22 20:47:35,,,,,,,,,,,
1542875400012,after one hour 1,,2018/11/22 21:33:51,2018/11/22 21:33:51,,,,,,,,,,,
1542875400012,remind client,Murray,2018/11/22 21:33:51,2018/11/22 21:46:17,,,,,,,,,,,
1542875400012,return documents to client,General Manager,2018/11/22 21:46:17,2018/11/22 22:05:14,,,,,,,,,,,
1542961800000,perform credit check,Murray,2018/11/23 08:45:49,2018/11/23 09:01:53,,,accepted,,,accepted,,,accepted,,
1542961800000,confirm credibility check,Murray,2018/11/23 09:01:53,2018/11/23 09:09:10,accepted,,,,,,,,,,
1542961800000,call client to complement information,Murray,2018/11/23 09:09:10,2018/11/23 09:15:44,,,,,pickedup,,,,,,
1542961800000,create loan offer,Murray,2018/11/23 09:15:44,2018/11/23 09:34:27,,,,created,,,,,,,
1542961800000,send loan offer,Murray,2018/11/23 09:34:27,2018/11/23 09:39:03,,,,,,,,,,,
1542961800000,receive accepted offer,,2018/11/23 09:58:10,2018/11/23 09:58:10,,,,,,,,received,,,
1542961800001,perform credit check,Murray,2018/11/23 09:40:26,2018/11/23 10:02:20,,,accepted,,,accepted,,,accepted,,
1542961800001,confirm credibility check,Murray,2018/11/23 10:02:20,2018/11/23 10:10:15,accepted,,,,,,,,,,
1542961800000,send welcome letter,Mose,2018/11/23 09:58:10,2018/11/23 10:11:15,,,,,,,,,,,
1542961800001,call client to complement information,Murray,2018/11/23 10:10:15,2018/11/23 10:15:20,,,,,pickedup,,,,,,
1542961800000,activate loan application,Mose,2018/11/23 10:11:15,2018/11/23 10:25:21,,,,,,,,,,completed,
1542961800000,validate loan activation,Mose,2018/11/23 10:25:21,2018/11/23 10:37:01,,,,,,,,,,,
1542961800001,create loan offer,Murray,2018/11/23 10:15:20,2018/11/23 10:43:45,,,,created,,,,,,,
1542961800000,execute initial payment,Mose,2018/11/23 10:37:01,2018/11/23 10:55:17,,,,,,,completed,,,,
1542961800001,send loan offer,Mose,2018/11/23 10:55:17,2018/11/23 11:02:31,,,,,,,,,,,
1542961800002,perform credit check,Murray,2018/11/23 10:43:45,2018/11/23 11:06:53,,,accepted,,,accepted,,,accepted,,
1542961800002,confirm credibility check,Murray,2018/11/23 11:06:53,2018/11/23 11:11:07,accepted,,,,,,,,,,
1542961800002,call client to complement information,Murray,2018/11/23 11:11:07,2018/11/23 11:14:57,,,,,pickedup,,,,,,
1542961800002,create loan offer,Murray,2018/11/23 11:14:57,2018/11/23 11:42:52,,,,created,,,,,,,
1542961800002,send loan offer,Murray,2018/11/23 11:42:52,2018/11/23 11:45:34,,,,,,,,,,,
1542961800003,perform credit check,Mose,2018/11/23 11:31:45,2018/11/23 11:52:39,,,accepted,,,accepted,,,accepted,,
1542961800000,after one hour 1,,2018/11/23 11:58:26,2018/11/23 11:58:26,,,,,,,,,,,
1542961800002,receive accepted offer,,2018/11/23 12:00:37,2018/11/23 12:00:37,,,,,,,,received,,,
1542961800003,confirm credibility check,Murray,2018/11/23 11:52:39,2018/11/23 12:02:04,accepted,,,,,,,,,,
1542961800001,after one hour 2,,2018/11/23 12:06:52,2018/11/23 12:06:52,,,,,,,,,,,
1542961800000,remind client,Mose,2018/11/23 11:58:26,2018/11/23 12:08:15,,,,,,,,,,,
1542961800003,call client to complement information,Mose,2018/11/23 12:08:15,2018/11/23 12:13:53,,,,,pickedup,,,,,,
1542961800001,remind client,General Manager,2018/11/23 12:06:52,2018/11/23 12:18:22,,,,,,,,,,,
1542961800002,send welcome letter,Murray,2018/11/23 12:02:04,2018/11/23 12:19:22,,,,,,,,,,,
1542961800000,return documents to client,Mose,2018/11/23 12:13:53,2018/11/23 12:28:57,,,,,,,,,,,
1542961800000,end,,2018/11/23 12:28:57,2018/11/23 12:28:57,,,,,,,,,,,
1542961800001,receive accepted offer,,2018/11/23 12:29:37,2018/11/23 12:29:37,,,,,,,,received,,,
1542961800004,perform credit check,Mose,2018/11/23 12:28:57,2018/11/23 12:35:21,,,accepted,,,accepted,,,accepted,,
1542961800002,activate loan application,General Manager,2018/11/23 12:19:22,2018/11/23 12:36:43,,,,,,,,,,completed,
1542961800001,send welcome letter,Mose,2018/11/23 12:35:21,2018/11/23 12:44:22,,,,,,,,,,,
1542961800003,create loan offer,Murray,2018/11/23 12:19:22,2018/11/23 12:44:55,,,,created,,,,,,,
1542961800002,validate loan activation,General Manager,2018/11/23 12:36:43,2018/11/23 12:48:19,,,,,,,,,,,
1542961800005,perform credit check,Mose,2018/11/23 12:44:22,2018/11/23 12:51:46,,,accepted,,,accepted,,,accepted,,
1542961800004,confirm credibility check,Mose,2018/11/23 12:51:46,2018/11/23 12:53:53,accepted,,,,,,,,,,
1542961800002,execute initial payment,General Manager,2018/11/23 12:48:19,2018/11/23 13:00:50,,,,,,,completed,,,,
1542961800003,send loan offer,Mose,2018/11/23 12:53:53,2018/11/23 13:00:54,,,,,,,,,,,
1542961800001,activate loan application,Murray,2018/11/23 12:44:55,2018/11/23 13:04:55,,,,,,,,,,completed,
1542961800005,confirm credibility check,Mose,2018/11/23 13:00:54,2018/11/23 13:09:06,accepted,,,,,,,,,,
1542961800004,call client to complement information,Murray,2018/11/23 13:04:55,2018/11/23 13:11:19,,,,,pickedup,,,,,,
1542961800006,perform credit check,Mose,2018/11/23 13:09:06,2018/11/23 13:17:12,,,accepted,,,accepted,,,accepted,,
1542961800001,execute initial payment,General Manager,2018/11/23 13:04:55,2018/11/23 13:18:03,,,,,,,completed,,,,
1542961800005,call client to complement information,Murray,2018/11/23 13:11:19,2018/11/23 13:18:34,,,,,notpickedup,,,,,,
1542961800006,confirm credibility check,Murray,2018/11/23 13:18:34,2018/11/23 13:21:43,accepted,,,,,,,,,,
1542961800004,create loan offer,Mose,2018/11/23 13:17:12,2018/11/23 13:31:49,,,,created,,,,,,,
1542961800005,call client to complement information,Murray,2018/11/23 13:21:43,2018/11/23 13:32:23,,,,,pickedup,,,,,,
1542961800004,send loan offer,Murray,2018/11/23 13:32:23,2018/11/23 13:34:55,,,,,,,,,,,
1542961800001,return documents to client,General Manager,2018/11/23 13:18:03,2018/11/23 13:35:04,,,,,,,,,,,
1542961800001,end,,2018/11/23 13:35:04,2018/11/23 13:35:04,,,,,,,,,,,
1542961800006,call client to complement information,Mose,2018/11/23 13:31:49,2018/11/23 13:38:08,,,,,pickedup,,,,,,
1542961800005,create loan offer,Murray,2018/11/23 13:34:55,2018/11/23 13:50:06,,,,created,,,,,,,
1542961800006,create loan offer,Mose,2018/11/23 13:38:08,2018/11/23 13:50:22,,,,created,,,,,,,
1542961800006,send loan offer,Mose,2018/11/23 13:50:22,2018/11/23 13:54:13,,,,,,,,,,,
1542961800005,send loan offer,Murray,2018/11/23 13:50:06,2018/11/23 13:57:05,,,,,,,,,,,
1542961800003,receive accepted offer,,2018/11/23 14:00:52,2018/11/23 14:00:52,,,,,,,,received,,,
1542961800006,receive accepted offer,,2018/11/23 14:01:33,2018/11/23 14:01:33,,,,,,,,received,,,
1542961800002,after one hour 1,,2018/11/23 14:05:20,2018/11/23 14:05:20,,,,,,,,,,,
1542961800007,perform credit check,Mose,2018/11/23 13:54:13,2018/11/23 14:12:03,,,accepted,,,accepted,,,accepted,,
1542961800005,receive accepted offer,,2018/11/23 14:13:33,2018/11/23 14:13:33,,,,,,,,received,,,
1542961800002,remind client,General Manager,2018/11/23 14:05:20,2018/11/23 14:14:32,,,,,,,,,,,
1542961800003,send welcome letter,Murray,2018/11/23 14:00:52,2018/11/23 14:15:22,,,,,,,,,,,
1542961800006,send welcome letter,Mose,2018/11/23 14:12:03,2018/11/23 14:21:08,,,,,,,,,,,
1542961800008,perform credit check,Murray,2018/11/23 14:15:22,2018/11/23 14:25:03,,,accepted,,,accepted,,,accepted,,
1542961800002,return documents to client,General Manager,2018/11/23 14:14:32,2018/11/23 14:31:47,,,,,,,,,,,
1542961800002,end,,2018/11/23 14:31:47,2018/11/23 14:31:47,,,,,,,,,,,
1542961800003,activate loan application,Mose,2018/11/23 14:21:08,2018/11/23 14:36:29,,,,,,,,,,completed,
1542961800004,after one hour 2,,2018/11/23 14:39:22,2018/11/23 14:39:22,,,,,,,,,,,
1542961800006,activate loan application,Murray,2018/11/23 14:25:03,2018/11/23 14:39:32,,,,,,,,,,completed,
1542961800007,confirm credibility check,Mose,2018/11/23 14:36:29,2018/11/23 14:41:56,accepted,,,,,,,,,,
1542961800008,confirm credibility check,Murray,2018/11/23 14:39:32,2018/11/23 14:43:41,accepted,,,,,,,,,,
1542961800006,validate loan activation,General Manager,2018/11/23 14:39:32,2018/11/23 14:48:29,,,,,,,,,,,
1542961800007,call client to complement information,Murray,2018/11/23 14:43:41,2018/11/23 14:50:17,,,,,pickedup,,,,,,
1542961800009,perform credit check,Mose,2018/11/23 14:41:56,2018/11/23 14:51:04,,,accepted,,,rejected,,,rejected,,
1542961800008,call client to complement information,Mose,2018/11/23 14:51:04,2018/11/23 14:55:12,,,,,pickedup,,,,,,
1542961800005,send welcome letter,General Manager,2018/11/23 14:48:29,2018/11/23 14:58:46,,,,,,,,,,,
1542961800006,execute initial payment,Murray,2018/11/23 14:50:17,2018/11/23 15:04:09,,,,,,,completed,,,,
1542961800009,confirm credibility check,Mose,2018/11/23 14:55:12,2018/11/23 15:04:22,rejected,,,,,,,,,,
